Exchange rate of (DOLLAR (USD))
since 01 Jan 2020 to 31 Dec 2020
(BAHT / 1 DOLLAR (USD))
Period|Buying Rates Sight Bill|Buying Rates Transfer|Average Selling Rates
05 Oct 2020|31.2509|31.3458|31.6814
02 Oct 2020|31.3387|31.4319|31.7711
01 Oct 2020|31.3422|31.4363|31.7673
30 Sep 2020|31.3970|31.4900|31.8258
29 Sep 2020|31.4250|31.5193|31.8558
28 Sep 2020|31.4130|31.5078|31.8346
25 Sep 2020|31.2737|31.3678|31.6948
24 Sep 2020|31.3334|31.4286|31.7630
23 Sep 2020|31.1941|31.2887|31.6233
22 Sep 2020|31.1259|31.2180|31.5383
21 Sep 2020|30.7863|30.8797|31.2097
18 Sep 2020|30.8690|30.9626|31.2975
17 Sep 2020|30.9368|31.0269|31.3403
16 Sep 2020|30.9142|31.0105|31.3460
15 Sep 2020|30.9780|31.0722|31.4111
14 Sep 2020|31.0266|31.1187|31.4571
11 Sep 2020|31.0488|31.1416|31.4832
10 Sep 2020|31.0244|31.1191|31.4529
09 Sep 2020|31.1228|31.2167|31.5650
08 Sep 2020|31.1388|31.2315|31.5765
03 Sep 2020|31.0837|31.1789|31.5058
02 Sep 2020|30.9657|31.0606|31.3902
01 Sep 2020|30.7538|30.8486|31.1857
31 Aug 2020|30.8288|30.9242|31.2506
28 Aug 2020|30.9807|31.0760|31.4158
27 Aug 2020|30.9987|31.0915|31.4346
26 Aug 2020|31.1275|31.2221|31.5587
25 Aug 2020|31.2228|31.3129|31.6520
24 Aug 2020|31.2887|31.3841|31.7217
21 Aug 2020|31.1785|31.2714|31.6102
20 Aug 2020|31.1176|31.2131|31.5427
19 Aug 2020|30.9163|31.0103|31.3556
18 Aug 2020|30.9011|30.9944|31.3264
17 Aug 2020|30.8682|30.9611|31.3032
14 Aug 2020|30.7950|30.8862|31.2287
13 Aug 2020|30.7803|30.8727|31.2259
11 Aug 2020|30.8464|30.9404|31.2828
10 Aug 2020|30.9054|30.9986|31.3449
07 Aug 2020|30.9024|30.9958|31.3238
06 Aug 2020|30.7839|30.8774|31.2110
05 Aug 2020|30.7531|30.8466|31.1982
04 Aug 2020|30.8731|30.9679|31.3082
03 Aug 2020|30.9642|31.0568|31.4008
31 Jul 2020|30.9936|31.0855|31.4337
30 Jul 2020|31.1500|31.2459|31.5831
29 Jul 2020|31.2440|31.3383|31.6727
24 Jul 2020|31.4671|31.5600|31.8912
23 Jul 2020|31.3769|31.4705|31.8064
22 Jul 2020|31.3142|31.4074|31.7450
21 Jul 2020|31.4722|31.5676|31.9091
20 Jul 2020|31.5243|31.6192|31.9586
17 Jul 2020|31.4493|31.5441|31.8777
16 Jul 2020|31.4097|31.5047|31.8345
15 Jul 2020|31.2532|31.3486|31.6737
14 Jul 2020|31.2376|31.3314|31.6652
13 Jul 2020|31.0402|31.1334|31.4624
10 Jul 2020|31.0544|31.1399|31.4603
09 Jul 2020|30.8982|30.9918|31.3307
08 Jul 2020|31.0201|31.1145|31.4530
07 Jul 2020|30.8250|30.9171|31.2458
03 Jul 2020|30.8539|30.9462|31.2842
02 Jul 2020|30.7972|30.8902|31.2173
01 Jul 2020|30.6829|30.7752|31.1319
30 Jun 2020|30.6238|30.7151|31.0658
29 Jun 2020|30.6392|30.7319|31.0790
26 Jun 2020|30.6339|30.7261|31.0708
25 Jun 2020|30.6243|30.7168|31.0549
24 Jun 2020|30.6073|30.7009|31.0339
23 Jun 2020|30.7309|30.8263|31.1570
22 Jun 2020|30.7283|30.8204|31.1708
19 Jun 2020|30.7734|30.8697|31.1949
18 Jun 2020|30.8757|30.9706|31.3047
17 Jun 2020|30.8958|30.9904|31.3187
16 Jun 2020|30.7990|30.8940|31.2256
15 Jun 2020|30.7471|30.8434|31.1798
12 Jun 2020|30.8159|30.9092|31.2408
11 Jun 2020|30.6846|30.7826|31.1199
10 Jun 2020|30.9618|31.0577|31.3927
09 Jun 2020|31.1281|31.2176|31.5412
08 Jun 2020|31.2258|31.3186|31.6544
05 Jun 2020|31.2419|31.3346|31.6782
04 Jun 2020|31.3510|31.4461|31.7796
02 Jun 2020|31.3383|31.4338|31.7705
01 Jun 2020|31.4739|31.5687|31.9179
29 May 2020|31.5807|31.6722|32.0178
28 May 2020|31.6143|31.7055|32.0556
27 May 2020|31.6154|31.7079|32.0535
26 May 2020|31.6509|31.7426|32.0953
25 May 2020|31.6928|31.7847|32.1180
22 May 2020|31.6158|31.6989|32.0340
21 May 2020|31.5877|31.6820|32.0295
20 May 2020|31.6192|31.7117|32.0531
19 May 2020|31.6711|31.7672|32.1134
18 May 2020|31.8011|31.8843|32.2094
15 May 2020|31.8363|31.9201|32.2461
14 May 2020|31.8331|31.9245|32.2589
13 May 2020|31.8147|31.9065|32.2466
12 May 2020|31.8998|31.9942|32.3353
11 May 2020|31.9050|31.9994|32.3306
08 May 2020|32.0118|32.1027|32.4485
07 May 2020|32.1803|32.2738|32.6182
05 May 2020|32.1142|32.2056|32.5532
30 Apr 2020|32.1143|32.2104|32.5458
29 Apr 2020|32.1567|32.2500|32.6002
28 Apr 2020|32.2366|32.3250|32.6590
27 Apr 2020|32.2108|32.2996|32.6204
24 Apr 2020|32.1661|32.2585|32.6036
23 Apr 2020|32.1010|32.1849|32.5049
22 Apr 2020|32.2339|32.3294|32.6694
21 Apr 2020|32.2960|32.3906|32.7235
20 Apr 2020|32.2414|32.3297|32.6563
17 Apr 2020|32.2567|32.3505|32.6841
16 Apr 2020|32.4597|32.5457|32.8712
15 Apr 2020|32.3480|32.4440|32.7917
14 Apr 2020|32.4917|32.5841|32.9226
13 Apr 2020|32.4779|32.5709|32.9153
10 Apr 2020|32.4202|32.5134|32.8579
09 Apr 2020|32.5113|32.6049|32.9471
08 Apr 2020|32.5495|32.6412|32.9837
07 Apr 2020|32.5557|32.6515|32.9859
03 Apr 2020|32.6645|32.7492|33.0585
02 Apr 2020|32.8248|32.9203|33.2603
01 Apr 2020|32.6345|32.7228|33.0476
31 Mar 2020|32.4257|32.5125|32.8298
30 Mar 2020|32.3965|32.4836|32.8103
27 Mar 2020|32.2178|32.2983|32.6139
26 Mar 2020|32.5439|32.6292|32.9471
25 Mar 2020|32.5984|32.6813|32.9944
24 Mar 2020|32.6317|32.7172|33.0299
23 Mar 2020|32.6977|32.7824|33.0963
20 Mar 2020|32.2634|32.3521|32.6801
19 Mar 2020|32.3711|32.4652|32.8006
18 Mar 2020|32.0514|32.1264|32.4788
17 Mar 2020|31.8863|31.9726|32.2936
16 Mar 2020|31.6919|31.7870|32.1249
13 Mar 2020|31.6677|31.7604|32.1014
12 Mar 2020|31.3049|31.3885|31.7063
11 Mar 2020|31.2374|31.3219|31.6471
10 Mar 2020|31.1537|31.2456|31.5859
09 Mar 2020|31.2457|31.3309|31.6505
06 Mar 2020|31.3313|31.4269|31.7513
05 Mar 2020|31.1829|31.2718|31.6017
04 Mar 2020|31.1285|31.2134|31.5423
03 Mar 2020|31.2434|31.3360|31.6687
02 Mar 2020|31.1429|31.2343|31.5587
28 Feb 2020|31.3791|31.4646|31.7804
27 Feb 2020|31.5450|31.6390|31.9890
26 Feb 2020|31.5922|31.6797|32.0174
25 Feb 2020|31.3818|31.4750|31.8135
24 Feb 2020|31.4617|31.5555|31.8995
21 Feb 2020|31.3281|31.4222|31.7577
20 Feb 2020|31.0463|31.1413|31.4741
19 Feb 2020|30.9284|31.0169|31.3618
18 Feb 2020|30.9637|31.0511|31.3899
17 Feb 2020|30.9093|31.0017|31.3481
14 Feb 2020|30.8870|30.9801|31.3263
13 Feb 2020|30.8944|30.9817|31.3194
12 Feb 2020|30.9152|31.0033|31.3299
11 Feb 2020|30.9378|31.0317|31.3821
07 Feb 2020|30.9250|31.0120|31.3462
06 Feb 2020|30.8352|30.9183|31.2457
05 Feb 2020|30.8310|30.9240|31.2612
04 Feb 2020|30.7538|30.8482|31.1895
03 Feb 2020|30.9168|31.0122|31.3541
31 Jan 2020|30.8734|30.9654|31.2959
30 Jan 2020|30.9200|31.0058|31.3219
29 Jan 2020|30.6222|30.7095|31.0306
28 Jan 2020|30.5183|30.6056|30.9438
27 Jan 2020|30.3984|30.4908|30.8276
24 Jan 2020|30.2525|30.3432|30.6763
23 Jan 2020|30.1802|30.2751|30.6139
22 Jan 2020|30.1325|30.2229|30.5741
21 Jan 2020|30.0952|30.1873|30.5348
20 Jan 2020|30.1302|30.2231|30.5740
17 Jan 2020|30.2028|30.2921|30.6145
16 Jan 2020|30.0152|30.1091|30.4544
15 Jan 2020|29.9993|30.0864|30.4331
14 Jan 2020|29.9968|30.0895|30.4261
13 Jan 2020|29.9242|30.0178|30.3660
10 Jan 2020|30.0005|30.0935|30.4460
09 Jan 2020|30.0287|30.1202|30.4770
08 Jan 2020|30.0220|30.1115|30.4548
07 Jan 2020|29.8849|29.9747|30.3215
06 Jan 2020|29.8793|29.9709|30.3316
03 Jan 2020|29.8997|29.9872|30.3148
02 Jan 2020|29.8406|29.9315|30.2826
